CLIENTE;DATA_FINANCIAMENTO;TARGET_M3OVER30;IDADE;ESTADO;RENDA;LIMITE_CARTAO;VALOR_FINANC_VEICULOS_ATUAL;SCORE_MERCADO;VALOR_VEICULO;ANO_VEICULO
5148;2021-10;0;25.0;RJ;14032.345629314572;2919.314281618809;0.0;650.0;37409,01;2020.0
5149;2021-12;1;54.0;SC;8997.506948091792;18035.115381991603;0.0;745.6853322891565;30187,29;2021.0
5150;2021-10;0;38.0;MG;15359.89754461729;5071.514706782042;0.0;885.9793328612711;36291,69;2020.0
5151;2021-10;0;31.0;SP;4838.778956383083;3168.64;0.0;948.6694685212576;46989,75;2020.0
5152;2021-11;0;65.0;SC;4000.0;14735.869037606357;58799.96377856266;990.2807554649296;50348,89;2020.0
5153;2021-10;0;38.0;SP;7894.383800246004;2554.329031006484;0.0;836.5030898713186;23977,81;2020.0
5154;2021-11;1;63.0;SC;17885.951051325726;6407.88;0.0;886.9176184560208;46395,41;2020.0
5155;2021-11;0;34.0;SP;8588.761296880697;12028.516058371235;0.0;767.1516696064425;48872,77;2021.0
5156;2021-11;0;48.0;SP;9872.196328334521;2120.207083143092;0.0;876.1533997808767;42838,34;2021.0
5157;2021-11;0;44.0;SP;2350.0;780.02;0.0;994.9069517998223;39531,89;2020.0
5158;2021-12;1;56.0;SC;1950.0;2240.3624636972627;0.0;632.0;45017,96;2021.0
5159;2021-10;0;43.0;SP;18400.777021657857;14002.89970900672;0.0;632.7335086855917;45357,87;2020.0
951;2021-12;1;48.0;SP;1650.0;11489.353565217998;0.0;710.0000000000001;33083,18;2020.0
5161;2021-10;0;46.0;CE;4100.0;7293.348068909929;26186.028636122417;865.6712396102223;36433,24;2020.0
5162;2021-10;1;37.0;RJ;9554.621509781013;10027.360155883282;15592.79180137347;877.0859232924408;42387,64;2020.0
5163;2021-10;0;30.0;SP;19747.613517363086;7108.390303122775;0.0;385.9108259336698;37948,75;2015.0
5164;2021-12;1;40.0;PR;19046.075069939187;5522.958176535694;0.0;769.8219554717464;42740,67;2020.0
5165;2021-11;1;49.0;SP;4668.492495116855;0.0;0.0;611.9179845375818;34624,21;2020.0
2872;2021-12;1;27.0;RJ;2582.017555792926;4638.580045138549;0.0;967.952175792117;44157,11;2021.0
5167;2021-12;0;38.0;SP;1750.0;1245.0;30407.400641479137;947.6007918737665;36937,29;2020.0
5168;2021-11;0;40.0;MG;12267.570832895446;11546.947429869311;0.0;763.7679109428979;45203,41;2015.0
5169;2021-11;1;35.0;PR;3378.6212194707728;1183.21;0.0;834.6422013517497;46120,31;2020.0
5170;2021-12;0;46.0;MG;12997.565539391133;22288.976066977128;0.0;750.833683556659;40072,31;2020.0
5171;2021-11;1;26.0;RJ;25665.64348428589;186.7;0.0;482.54116819037597;55760,68;2013.0
5172;2021-10;0;27.0;PR;3801.0188621777897;13803.045339001364;0.0;517.0;36559,14;2021.0
5173;2021-11;0;64.0;MG;2600.0;411.39;0.0;795.0000000000001;31946,52;2018.0
5174;2021-12;1;64.0;MG;2500.0;16808.434015896077;0.0;833.0;32042,09;2020.0
5612;2021-10;0;32.0;CE;850.0;0.0;0.0;790.1568512112162;43536,36;2021.0
5176;2021-11;0;28.0;SP;1350.0;1845.24;0.0;854.0000000000002;26288,78;2020.0
5177;2021-12;0;29.0;SP;1850.0;314.04;38865.94480441866;634.7083226770517;40209,38;2021.0
5178;2021-11;0;28.0;SP;16929.90313713136;0.0;0.0;896.7042671862218;41676,29;2021.0
5179;2021-11;0;32.0;RJ;10437.48921368697;306.1;0.0;823.0;49014,97;2021.0
5180;2021-12;0;33.0;SP;4800.0;6.82;12603.075397408955;770.0000000000001;37158,14;2021.0
5181;2021-11;1;56.0;SP;2769.5061458192636;3840.5718440382097;0.0;710.0;30438,49;2016.0
5182;2021-11;0;26.0;MG;7543.321838674516;8940.514135000427;0.0;553.3413338608609;44162,22;2020.0
5183;2021-10;0;55.0;MG;3350.0;19860.00714815541;37256.58892410338;722.0;31886,92;2021.0
5184;2021-10;1;45.0;SC;3816.056348733141;5216.709868960752;0.0;717.0827314780387;39292,46;2020.0
5185;2021-10;0;42.0;RJ;2600.0;3120.1644784825858;0.0;590.0;39938,93;2016.0
623;2021-10;1;59.0;SP;33350.0;92469.93;0.0;728.9999999999999;43720,08;2020.0
5187;2021-12;0;44.0;SP;16691.99995412796;7400.832375478985;37886.52;754.7096837226197;34700,03;2020.0
5188;2021-10;0;53.0;SP;2700.0;3115.77;0.0;768.0;56549,19;2020.0
5189;2021-10;0;63.0;CE;10287.0195637883;0.0;0.0;674.0;35109,29;2021.0
5190;2021-11;1;42.0;RJ;3200.0;1055.7;30498.1083177522;675.967594484508;38445,83;2021.0
5191;2021-11;0;53.0;SP;5470.348213734366;708.334855651419;0.0;354.0633141078084;40153,77;2021.0
5192;2021-11;0;47.0;PR;2700.0;8578.273833022096;21908.45868539475;822.9999999999999;54691,58;2021.0
5193;2021-12;1;68.0;SC;1450.0;293.65135735993636;0.0;863.3730008951818;35360,05;2020.0
5194;2021-12;0;30.0;PR;4450.0;36.84;35338.40379610365;763.0;32484,53;2020.0
5195;2021-12;1;54.0;SC;2300.0;12855.701307445337;0.0;901.9674195597845;34822,59;2021.0
5196;2021-10;1;36.0;RJ;1450.0;3459.631301432573;0.0;464.0;49515,96;2021.0
5197;2021-12;0;69.0;CE;7938.045430706255;5300.989600037124;0.0;945.8170762383893;39093,12;2016.0
5198;2021-12;0;51.0;SP;5850.0;3303.88;0.0;674.0;43981,56;2020.0
5199;2021-10;0;54.0;SC;27381.89893391622;11344.881608272475;48887.5584337327;947.0000000000001;56855,48;2020.0
5200;2021-12;0;29.0;SP;4400.0;28218.298505664676;0.0;877.0;40497,62;2020.0
5201;2021-10;0;38.0;MG;2100.0;10562.27;0.0;884.0;32677,03;2016.0
5202;2021-10;0;23.0;SP;1550.0;15659.636781713354;0.0;951.6089737240279;28151,42;2020.0
5203;2021-12;1;66.0;RJ;3150.0;3767.18;0.0;785.0;38138,88;2020.0
5204;2021-11;1;40.0;SC;10467.548115926013;10704.320895752218;0.0;979.4629423120025;42281,84;2021.0
5205;2021-12;1;33.0;SP;19755.656375421004;0.0;0.0;481.0;46786,37;2020.0
5310;2021-12;1;24.0;SP;1450.0;2716.2;0.0;324.9482535171471;48255,94;2021.0
5207;2021-12;0;66.0;CE;6500.0;31926.59263097078;7078.975614346851;758.0;32048,77;2020.0
5208;2021-12;0;51.0;MG;2250.0;5142.114166231968;0.0;909.1665527806651;41762,05;2021.0
5209;2021-10;0;55.0;SP;5769.332589753677;13735.63;0.0;989.0701251199812;44426,22;2020.0
5210;2021-10;0;30.0;SP;20352.76285802178;238.68;0.0;780.931553719977;34367,64;2021.0
5211;2021-11;0;25.0;SP;4414.225652238482;169.18;0.0;998.6239567288578;35255,56;2021.0
5212;2021-11;0;56.0;SC;4259.892921333226;8629.91;26586.472876087348;558.0;39935,63;2021.0
5213;2021-11;0;34.0;RJ;14912.571037439571;8144.156702443901;60567.92181037605;740.4608258008284;71564,78;2021.0
5214;2021-12;1;44.0;SP;3774.560415321972;4.0;0.0;909.4792910678939;45016,48;2020.0
5215;2021-11;0;26.0;PR;8796.781183192656;12133.866257598074;20140.340067648423;996.7575640809893;45888,53;2021.0
5216;2021-10;0;21.0;SC;10386.272315912422;6323.771875774844;0.0;991.0692120090083;31839,34;2020.0
5217;2021-10;1;29.0;RJ;10612.092549610432;0.01;0.0;904.246395628091;44714,53;2020.0
5218;2021-11;0;28.0;SP;2000.0;0.0;0.0;923.9995811541355;48142,77;2018.0
5219;2021-10;0;66.0;RJ;2150.0;7978.96475325127;0.0;894.6850400626543;35095,50;2020.0
5220;2021-10;0;57.0;SC;12127.250927153189;11960.661028627543;0.0;853.0000000000002;36978,51;2020.0
5221;2021-12;0;38.0;PR;2050.0;16351.56163003286;0.0;783.9254934284442;53636,67;2017.0
5222;2021-11;0;60.0;SC;1500.0;0.0;0.0;518.9999999999999;43564,72;2021.0
5223;2021-11;0;32.0;MG;27230.733393059636;5464.545028996507;186596.02902756483;839.9974871286504;30049,89;2021.0
5224;2021-11;1;26.0;CE;1850.0;12873.443154315013;0.0;903.3361997587776;48277,08;2021.0
5225;2021-10;1;62.0;SP;923.1989370022909;16308.511022917291;0.0;420.0;26137,81;2020.0
5226;2021-12;0;41.0;CE;3350.0;883.3168236297142;9612.689491488814;780.2658997105386;30101,61;2021.0
5227;2021-10;0;46.0;RJ;9298.098784121144;8023.54;0.0;443.9999999999998;35216,75;2020.0
3187;2021-11;1;58.0;CE;1300.0;7260.847010447908;0.0;794.6461628227878;34374,44;2021.0
5229;2021-12;0;34.0;RJ;2050.0;;;915.4200781580737;37054,46;2020.0
1078;2021-11;1;24.0;MG;12621.695584420342;2347.1397530561185;0.0;948.3662050003688;38079,27;2021.0
5231;2021-10;0;48.0;MG;13120.358491291849;15313.847660694255;0.0;839.1495068606243;29817,44;2020.0
5232;2021-11;0;33.0;SP;1750.0;10106.556468157327;0.0;921.9260599473253;39561,14;2021.0
4530;2021-10;1;44.0;RJ;8083.961856536031;5229.761237300063;0.0;687.4640943093282;43403,13;2018.0
5234;2021-12;0;29.0;CE;12804.96890512673;1094.11;0.0;743.0;24150,55;2018.0
5235;2021-11;1;31.0;PR;13165.017690555995;15.02;0.0;881.7410465059775;44751,34;2021.0
5236;2021-10;0;48.0;SC;3200.0;14515.265796736683;0.0;807.789033302483;25654,35;2020.0
5237;2021-12;0;56.0;PR;27816.46984550686;11025.761620954832;122170.77172027438;829.9999999999999;47291,28;2020.0
5238;2021-12;1;45.0;SP;8600.0;1028.74;143210.0355603756;904.9881157369241;41910,89;2018.0
5239;2021-11;0;66.0;SP;10850.571461239431;1165.557149870578;0.0;443.0;48237,55;2021.0
4506;2021-12;1;49.0;CE;2075.4346351682448;20064.343287739186;0.0;965.6499735507022;48073,55;2021.0
5241;2021-10;0;57.0;RJ;11633.596719266687;6951.949375704613;0.0;996.5179585141198;47048,30;2015.0
5242;2021-10;0;31.0;PR;8345.520303669293;47856.46076574698;0.0;985.9464978122712;37855,68;2021.0
5243;2021-10;0;44.0;RJ;3400.0;8155.627703873317;0.0;885.9401367421324;42235,44;2020.0
5244;2021-10;1;25.0;RJ;1900.0;2110.48;0.0;800.0;40612,81;2020.0
5245;2021-12;0;64.0;SP;2600.0;15592.29;0.0;910.9999999999999;43763,27;2018.0
5246;2021-12;0;34.0;SP;22621.940183351842;14710.67552848707;51995.20696625924;722.0;26459,38;2021.0
5247;2021-10;1;26.0;RJ;1500.0;11456.994544030538;30475.610440191955;886.3423830919614;45886,90;2021.0
5248;2021-10;0;63.0;SP;6286.623705631209;825.05;0.0;935.2037317285312;32985,63;2020.0
5249;2021-11;0;23.0;PR;5170.667956254737;9514.78;23488.040646798767;647.0;37413,26;2020.0
5250;2021-11;0;;SC;4786.719125482012;;;566.6415094421984;33769,05;2020.0
5251;2021-10;0;26.0;PR;1300.0;7902.313160671572;0.0;632.3396425090294;35479,05;2020.0
5252;2021-11;0;62.0;SC;16030.560673133903;9961.42;0.0;906.4438694434307;38076,48;2020.0
5253;2021-10;0;34.0;SC;1450.0;6832.509644511702;0.0;739.0;52526,41;2021.0
5254;2021-10;0;30.0;CE;6400.297676254206;18362.15432515135;0.0;596.0;37824,01;2020.0
5255;2021-12;1;34.0;RJ;1500.0;523.0;0.0;577.4164896905826;29354,20;2020.0
5256;2021-11;0;30.0;SP;3150.0;3002.5344895836092;0.0;761.3845739371127;54769,22;2020.0
5257;2021-10;1;25.0;SP;1450.0;2116.277691427462;0.0;729.7100229515546;39277,96;2020.0
124;2021-10;1;54.0;CE;4080.633190938037;0.0;64610.12376642151;665.0;42798,31;2018.0
5259;2021-10;0;56.0;SP;27535.359521597587;20205.090281397243;0.0;833.0000000000001;44779,02;2021.0
5260;2021-11;0;41.0;RJ;19009.778366414965;2719.41;32233.025503041143;624.0;35331,12;2021.0
5261;2021-12;0;22.0;SP;12536.755467179311;3502.8854663737015;0.0;466.0;41192,30;2021.0
5262;2021-10;0;30.0;SP;2000.0;24.99;0.0;675.3377850491181;38907,52;2021.0
5263;2021-11;0;46.0;SP;2750.0;10602.856327735839;0.0;942.9635697830481;43651,59;2020.0
5264;2021-11;0;66.0;MG;1550.0;5621.339546335745;0.0;641.0;42550,86;2020.0
5265;2021-11;1;58.0;SP;17670.861261281832;20936.21522490528;0.0;758.0;40013,27;2021.0
5266;2021-10;0;57.0;SP;6450.0;0.0;4642.65;855.1041491170469;41463,91;2019.0
5267;2021-11;1;61.0;MG;950.0;2817.4826941623487;0.0;420.9999999999999;49720,66;2021.0
575;2021-11;1;64.0;SP;5479.192589837799;;;445.9999999999999;30558,21;2020.0
5269;2021-11;0;37.0;SP;23710.58550368199;4905.193232120875;35789.07319457704;967.9991029110275;31414,48;2021.0
5270;2021-12;0;61.0;RJ;15078.758396534278;15035.074578604885;17123.48;656.0912262006746;40032,70;2021.0
5271;2021-10;0;46.0;SP;8264.067686674807;15491.93860404632;24077.611684010863;650.0;39689,33;2020.0
5272;2021-11;0;36.0;RJ;39210.9319108628;46900.279280051436;0.0;917.0;48334,12;2017.0
5273;2021-12;0;37.0;SP;9761.945526027414;3585.964147177665;0.0;992.3877733297163;34824,17;2020.0
5274;2021-12;1;56.0;SC;1300.0;19244.56671634354;0.0;402.0;53366,89;2021.0
5275;2021-11;0;49.0;MG;2772.192306858347;13.9;0.0;694.8381604938031;40711,58;2017.0
5276;2021-12;0;43.0;MG;2050.0;18771.389597509165;0.0;660.0843047450364;39404,28;2021.0
5277;2021-12;0;62.0;SP;8732.196962086367;504.7;0.0;628.0;40881,10;2021.0
5278;2021-10;0;50.0;SC;1250.0;158.65;3797.1228977521773;826.1727488114453;35663,81;2021.0
6942;2021-12;1;19.0;SC;4375.438173830119;64.65;0.0;623.2998180110133;45118,01;2020.0
5280;2021-11;0;41.0;SP;27452.205889507626;29407.651804381632;61329.93527949484;869.2988855665214;49514,01;2020.0
5281;2021-10;0;36.0;CE;13422.517416134997;822.11;0.0;976.2380683089852;31687,36;2021.0
5282;2021-12;1;55.0;RJ;1700.0;3942.9851560101856;0.0;437.0;38373,60;2020.0
5283;2021-12;1;31.0;CE;1850.0;7620.67;0.0;660.5905843224892;40729,07;2020.0
5284;2021-12;0;48.0;RJ;8997.633892135724;17411.910701946435;0.0;533.0;40793,09;2020.0
5285;2021-10;0;31.0;SP;6264.472786028911;11275.887875614366;10550.95949826871;988.7397693013372;43484,22;2021.0
5286;2021-11;0;54.0;MG;7227.728780024336;0.0;0.0;575.9999999999999;36619,04;2017.0
5287;2021-11;0;32.0;CE;26130.969495753754;34690.54;0.0;904.0000000000002;30293,25;2020.0
3606;2021-10;1;62.0;SP;23671.89590769699;9337.738314825066;41148.71976572233;781.9999999999999;55904,39;2020.0
5289;2021-10;0;60.0;MG;17393.190238421936;21016.817209987767;0.0;661.0;34565,03;2020.0
5290;2021-11;0;44.0;CE;3250.0;650.92;29530.503231670686;978.0124852356748;41664,79;2016.0
5291;2021-10;0;52.0;SP;9962.49341913417;2809.81;0.0;868.0;29138,73;2018.0
5292;2021-11;0;29.0;SC;4172.699900121797;1794.881894555272;24653.827814975983;908.0;60957,86;2018.0
5293;2021-12;0;47.0;RJ;12809.037546637506;13433.204291128157;0.0;910.0335357173954;32620,20;2020.0
5294;2021-11;0;53.0;SC;4490.070139008039;0.0;0.0;838.7646739709779;30895,54;2020.0
5295;2021-12;0;52.0;SP;38254.848062720994;79855.3;0.0;574.040703854213;43616,69;2020.0
5296;2021-12;1;40.0;CE;6216.972735712752;3701.0593079454966;0.0;562.0;39592,13;2020.0
5297;2021-11;1;64.0;RJ;1550.0;247.27;14943.866675535372;625.9999999999999;43958,73;2021.0
5298;2021-10;0;41.0;SP;1450.0;0.0;0.0;433.0;36382,98;2020.0
5299;2021-12;0;27.0;RJ;19489.381163719823;20985.798797716736;0.0;668.0;38002,27;2020.0
5300;2021-10;0;53.0;SP;10616.40452492221;6898.106403728523;0.0;659.0000000000001;38279,29;2020.0
5301;2021-11;0;31.0;PR;21312.326155130308;46555.750259879846;0.0;850.0;36029,53;2021.0
5302;2021-12;0;30.0;PR;3575.177765287237;5029.7423271017105;0.0;860.2917154039584;42328,41;2021.0
5303;2021-10;0;30.0;PR;2500.0;0.0;0.0;641.71302268127;31927,96;2021.0
5304;2021-11;0;49.0;SP;3250.0;5811.09153514874;0.0;594.0;46336,20;2020.0
2066;2021-11;1;22.0;CE;21088.607536565305;815.125978937293;0.0;963.2036233107945;48098,65;2020.0
5306;2021-11;1;47.0;SC;3200.0;16685.86942865224;0.0;744.2528768704162;42342,62;2021.0
5307;2021-10;0;27.0;PR;2450.0;2905.05;0.0;779.9999999999999;31785,40;2019.0
5308;2021-10;1;55.0;MG;4150.0;993.1649901547116;0.0;788.5484726778614;49446,05;2020.0
5309;2021-10;1;34.0;SP;7140.606151315598;11.02;0.0;542.08671160488;42890,02;2021.0
5310;2021-12;1;22.0;SP;1450.0;2716.2;0.0;823.5461397662182;37469,86;2021.0
5311;2021-11;0;42.0;SP;2050.0;2607.42;0.0;772.6577694601114;35416,27;2020.0
4218;2021-11;0;50.0;MG;3300.0;9291.009661178994;45589.41197746841;897.0;34544,28;2021.0
5313;2021-11;1;46.0;SP;20206.3857029048;0.0;0.0;419.61592241096565;53268,06;2020.0
5314;2021-10;0;46.0;RJ;9817.264202491751;11221.17953237288;0.0;481.0;33481,97;2020.0
5315;2021-12;0;39.0;CE;53248.32471891277;21451.955233903864;90682.77335573689;861.0805577743715;36354,61;2020.0
5316;2021-10;0;46.0;SP;3649.7150679013007;12380.881118059777;0.0;933.098649431714;50772,16;2020.0
2030;2021-10;1;53.0;SP;1450.0;12486.369152614023;0.0;988.2021617405451;45451,23;2020.0
5318;2021-10;0;30.0;PR;3300.0;47751.38076514187;0.0;909.2619682239696;29154,92;2020.0
5319;2021-12;1;29.0;MG;2937.0662247332257;7185.506086385142;120177.13897021904;661.1514771097493;42739,40;2021.0
5320;2021-11;0;28.0;SP;1200.0;20060.97372522197;0.0;590.0000000000001;32136,97;2021.0
5321;2021-12;0;25.0;PR;16916.801644571377;10257.610084711809;0.0;426.0;35107,98;2020.0
5322;2021-10;1;62.0;SP;950.0;0.0;0.0;947.5581819453137;27900,66;2021.0
5323;2021-10;0;57.0;CE;13962.835363718219;4911.824519082774;0.0;678.0000000000001;42801,13;2021.0
5324;2021-11;0;47.0;SP;22130.73106311169;26559.98;0.0;901.2197481111141;68528,46;2017.0
5325;2021-12;1;27.0;PR;1937.7732427027734;5501.26004581308;23957.39708367581;963.7276023157386;38267,78;2021.0
5326;2021-12;0;55.0;SP;13378.748034468335;0.0;0.0;781.7336835883864;22623,28;2020.0
5327;2021-11;0;37.0;CE;1750.0;9888.55;0.0;950.8515046394318;36041,57;2021.0
5328;2021-12;0;47.0;RJ;3300.0;12879.42;0.0;863.9999999999999;45325,76;2021.0
5329;2021-10;1;44.0;SP;1650.0;0.0;0.0;727.8066416848969;38876,53;2020.0
5330;2021-11;1;34.0;CE;2572.1863678100553;0.0;0.0;884.5587729361237;37964,14;2021.0
5331;2021-11;0;52.0;SC;2250.0;1730.8445481531655;0.0;731.0;39750,18;2020.0
5332;2021-11;0;54.0;PR;9942.447682112139;0.0;0.0;806.5470652741451;45609,27;2020.0
5333;2021-11;0;27.0;MG;6705.355817770864;0.0;0.0;483.24439410550997;53067,76;2021.0
5334;2021-11;0;37.0;RJ;7781.53076486364;18894.122488434823;0.0;810.0000000000001;50977,48;2021.0
5335;2021-10;0;45.0;MG;1677.1698063787355;3157.0320736870126;0.0;780.1421506869834;33919,54;2021.0
5336;2021-11;1;27.0;SC;9848.536839655668;133.83361973266975;0.0;987.8169807356824;34912,07;2020.0
5337;2021-12;1;38.0;RJ;3310.052920805354;35.01404962392553;0.0;481.97637532250644;29173,85;2016.0
5338;2021-10;0;43.0;SP;2000.0;3649.7992623665887;23413.116016925036;921.5441991767749;36675,85;2021.0
5339;2021-10;0;38.0;CE;1600.0;0.0;0.0;812.2890201426025;39104,40;2020.0
5340;2021-10;0;48.0;MG;15238.709524425009;32316.33101716494;97402.70575372767;817.0;40197,72;2020.0
5341;2021-10;0;59.0;SC;2000.0;7852.456555874138;30757.816255792277;623.9999999999999;41703,31;2021.0
5342;2021-11;0;27.0;MG;2800.0;8075.978142930368;0.0;696.3050304825073;36224,37;2019.0
5343;2021-12;0;39.0;MG;3250.0;30789.769703485552;34544.11755742505;911.0000000000002;48672,57;2020.0
5344;2021-11;1;32.0;RJ;13993.984578218491;1335.5682598925982;0.0;949.9303886565478;32725,14;2020.0
5345;2021-11;0;32.0;CE;17130.82857866209;826.0;0.0;710.1199927053931;41276,68;2021.0
5346;2021-12;0;58.0;SP;8089.775947446617;186.49;25982.28;458.78418060217587;49177,91;2021.0
5347;2021-10;0;34.0;CE;13543.466887269693;480.0;0.0;516.0;41623,29;2015.0
5348;2021-11;1;62.0;PR;9314.391199973397;5708.39;26376.80845441365;512.2317057278559;46040,69;2020.0
5349;2021-10;0;24.0;SP;1550.0;647.808473619089;0.0;915.8881396224224;42039,87;2018.0
5350;2021-11;1;31.0;CE;3800.0;5776.360357108753;0.0;745.0;32738,95;2021.0
5351;2021-10;0;36.0;SP;1150.0;13652.939598994417;0.0;895.4946788039979;35722,39;2021.0
1418;2021-12;0;30.0;SC;10302.501405880768;0.0;40642.83510399454;497.84608080868463;50221,23;2020.0
5353;2021-10;1;40.0;RJ;13874.412763697263;3.17;85202.2589758707;822.9999999999999;60187,09;2017.0
5354;2021-10;0;35.0;PR;4292.989057534753;8368.76;0.0;718.0;27996,62;2021.0
5355;2021-11;1;45.0;PR;1600.0;0.39;12342.2;723.9958264401507;49656,29;2021.0
5356;2021-11;0;29.0;MG;1500.0;0.0;0.0;861.1643286453524;46292,91;2021.0
5357;2021-10;0;66.0;RJ;3200.0;20598.970000800866;0.0;817.0;40182,45;2020.0
5358;2021-11;1;27.0;SC;16476.35494185998;15217.70953498112;57230.836739129576;822.9999999999999;53906,97;2021.0
5359;2021-11;0;34.0;CE;8100.0;27445.073887941282;75682.55;957.0845378072843;30921,47;2021.0
5360;2021-10;0;40.0;RJ;1650.0;4872.512976198319;0.0;408.0819669660209;34086,30;2020.0
5361;2021-11;0;34.0;SP;9049.223693263793;18974.598976682653;0.0;708.0;34493,72;2020.0
5362;2021-10;0;64.0;SP;31500.0;9390.343981805752;0.0;770.0;50973,82;2019.0
5363;2021-11;0;64.0;SP;6972.8783049490075;11329.017765744642;94486.01178676958;635.5909365536792;41093,33;2020.0
2943;2021-10;0;68.0;SP;13080.80624841693;2729.59;0.0;925.0;35058,89;2020.0
5365;2021-10;0;37.0;SC;21757.664632104963;23182.91010558232;0.0;902.3483783947268;55790,33;2020.0
5366;2021-10;1;42.0;RJ;2200.0;2994.22;0.0;494.0;53452,36;2021.0
5367;2021-12;0;66.0;CE;28807.327478488016;41349.335786072304;24628.188018355828;884.0;34191,59;2020.0
5368;2021-10;0;66.0;PR;5600.0;55411.83;0.0;911.0000000000001;39714,47;2020.0
1501;2021-12;1;67.0;RJ;5550.0;21368.92;0.0;965.7636486297816;50464,34;2016.0
5370;2021-11;1;30.0;MG;1450.0;8386.7636224483;0.0;761.5987603166654;35769,05;2020.0
5371;2021-10;0;61.0;SP;3769.3477323281427;3907.6566473487082;0.0;890.5897945534466;37425,21;2021.0
5372;2021-10;0;56.0;RJ;1450.0;0.0;0.0;572.0;36032,81;2021.0
5373;2021-12;0;34.0;SP;2100.0;300.01;0.0;738.0318641097501;38242,21;2019.0
5374;2021-10;0;44.0;SP;22579.09336861024;25586.32226817819;0.0;600.0;36389,36;2020.0
5375;2021-12;0;22.0;SC;1400.0;21175.42602650331;0.0;894.3843947312295;45973,54;2020.0
5376;2021-12;1;54.0;PR;9846.739221068576;1479.1;0.0;915.221892238603;44969,83;2021.0
5377;2021-11;0;50.0;SP;8240.74919895775;13248.860027802788;0.0;755.6983221526043;47747,41;2020.0
5378;2021-12;0;63.0;CE;51550.0;31360.41564981849;130790.00590781416;860.3092294323196;49467,63;2021.0
5379;2021-10;0;25.0;PR;3800.0;6093.15;0.0;724.0;47717,29;2021.0
5380;2021-11;1;48.0;RJ;1850.0;15002.379202395688;0.0;843.0;28101,90;2020.0
5381;2021-12;1;36.0;SP;5840.3197695869785;5471.155439202014;0.0;537.9999999999999;31127,35;2020.0
5382;2021-10;0;27.0;SC;16275.801049089065;474.03;23143.939815196718;326.8760061718724;35277,65;2020.0
5383;2021-11;0;39.0;MG;9239.604216540192;1927.154424568371;0.0;336.9817735186854;36150,22;2016.0
5384;2021-12;0;53.0;CE;3700.0;504.5;0.0;753.9999999999999;46126,13;2020.0
5385;2021-10;0;54.0;CE;2200.0;15342.695238631733;0.0;645.973947244647;29396,14;2014.0
5386;2021-11;1;39.0;PR;39283.9858594028;107852.05818233472;0.0;770.0;52534,42;2021.0
5387;2021-12;0;32.0;SP;6432.257277491826;1439.37;0.0;785.0;41031,78;2021.0
5388;2021-12;0;66.0;SP;8955.265801987236;9110.271427477703;0.0;849.2824855110226;39446,58;2021.0
5389;2021-11;1;31.0;RJ;10902.920974492088;;;894.2198984634831;42280,86;2020.0
5390;2021-11;0;54.0;MG;3494.909056442835;258.29;0.0;849.9999999999999;40436,01;2021.0
5391;2021-12;0;58.0;SP;8968.627107457178;0.0;0.0;677.2194468954095;53192,17;2020.0
5392;2021-12;1;58.0;MG;12110.23103926874;4691.838201480401;0.0;984.0036956398454;50031,44;2021.0
5393;2021-12;0;44.0;PR;4900.0;5441.30270317632;27749.9;518.3587301265648;33664,98;2016.0
5394;2021-10;0;30.0;SP;6950.0;2706.53;0.0;869.9335002334444;44560,31;2020.0
5395;2021-11;1;27.0;PR;29453.85117232512;2842.455362942973;0.0;492.9314899624088;34454,59;2020.0
5396;2021-12;1;44.0;PR;6823.252142648628;12731.827919559424;0.0;953.420847609942;31636,56;2021.0
5397;2021-11;0;52.0;SC;2137.403597219968;0.0;0.0;686.7769223024193;27125,98;2021.0
5398;2021-12;0;50.0;SP;15906.4757231062;17035.507522426324;0.0;544.0;42874,01;2020.0
5399;2021-10;1;31.0;SC;1900.0;4.12;0.0;685.7702057798413;40695,94;2021.0
5400;2021-12;0;61.0;RJ;4330.738457500819;1278.0;0.0;523.4630752585114;28292,21;2021.0
5401;2021-10;0;24.0;CE;4500.0;318.16;20217.35;713.9877303890087;38720,99;2020.0
5402;2021-12;0;30.0;SP;19846.998477249967;1531.3264380637481;0.0;768.8450952446232;45180,39;2020.0
5403;2021-10;0;32.0;PR;23229.427567992036;1600.26;0.0;542.0;35622,30;2021.0
5404;2021-10;1;25.0;SC;11927.597692598381;1000.0;0.0;574.0000000000001;43032,91;2017.0
5405;2021-11;0;33.0;SC;12865.463205514829;1175.3;0.0;834.4257729467861;37642,27;2014.0
5406;2021-11;0;51.0;SP;3769.485222481172;9225.663059281564;0.0;695.0;37365,81;2020.0
5407;2021-12;0;51.0;SP;7498.5987765416185;8014.99;0.0;595.9999999999999;29762,54;2020.0
5408;2021-11;1;48.0;CE;2700.0;25947.39773633357;20118.573967322627;566.0;54668,47;2020.0
5409;2021-11;1;33.0;SP;1150.0;21460.828192533154;0.0;568.0000000000001;40133,84;2020.0
5410;2021-10;0;47.0;SP;4050.0;0.0;0.0;644.588590469795;47181,81;2020.0
1939;2021-11;1;28.0;PR;11086.505749196473;0.0;0.0;375.4717188504044;37945,72;2020.0
4652;2021-12;0;69.0;SP;5150.0;18443.210443680076;0.0;997.7392276803113;55984,89;2021.0
5413;2021-12;0;36.0;SC;12286.912632924164;12378.379303243455;21387.556699331897;523.0;35431,24;2020.0
